id	name	direction	gpr	pathway	enzyme	equation	reference
EX_5dglcn(e)	5-Dehydro-D-gluconate exchange	=				[e] : 5dglcn <==>	
EX_ac(e)	Acetate exchange	=				[e] : ac <==>	
EX_acac(e)	Acetoacetate exchange	=				[e] : acac <==>	
EX_acald(e)	Acetaldehyde exchange	=				[e] : acald <==>	
EX_acgal(e)	N-Acetyl-D-galactosamine exchange	=				[e] : acgal <==>	
EX_acgal1p(e)	N-Acetyl-D-galactosamine 1-phosphate exchange	=				[e] : acgal1p <==>	
EX_acgam(e)	N-Acetyl-D-glucosamine exchange	=				[e] : acgam <==>	
EX_acgam1p(e)	N-Acetyl-D-glucosamine 1-phosphate exchange	=				[e] : acgam1p <==>	
EX_acmana(e)	N-Acetyl-D-mannosamine exchange	=				[e] : acmana <==>	
EX_acmum(e)	N-Acetylmuramate exchange	=				[e] : acmum <==>	
EX_acnam(e)	N-Acetylneuraminate exchange	=				[e] : acnam <==>	
EX_acolipa(e)	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A exchange	=				[e] : acolipa <==>	
EX_acser(e)	O-Acetyl-L-serine exchange	=				[e] : acser <==>	
EX_ade(e)	Adenine exchange	=				[e] : ade <==>	
EX_adn(e)	Adenosine exchange	=				[e] : adn <==>	
EX_adocbl(e)	Adenosylcobalamin exchange	=				[e] : adocbl <==>	
EX_ag(e)	silver exchange	=				[e] : ag <==>	
EX_agm(e)	Agmatine exchange	=				[e] : agm <==>	
EX_akg(e)	2-Oxoglutarate exchange	=				[e] : akg <==>	
EX_alaala(e)	D-Alanyl-D-alanine exchange	=				[e] : alaala <==>	
EX_ala-B(e)	beta-Alanine exchange	=				[e] : ala-B <==>	
EX_ala-D(e)	D-Alanine exchange	=				[e] : ala-D <==>	
EX_ala-L(e)	L-Alanine exchange	=				[e] : ala-L <==>	
EX_all-D(e)	D-Allose exchange	=				[e] : all-D <==>	
EX_alltn(e)	Allantoin exchange	=				[e] : alltn <==>	
EX_amp(e)	AMP exchange	=				[e] : amp <==>	
EX_anhgm(e)	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange	=				[e] : anhgm <==>	
EX_arab-L(e)	L-Arabinose exchange	=				[e] : arab-L <==>	
EX_arbtn(e)	aerobactin minus Fe3 exchange	=				[e] : arbtn <==>	
EX_arbtn-fe3(e)	Aerobactin exchange	=				[e] : arbtn-fe3 <==>	
EX_arg-L(e)	L-Arginine exchange	=				[e] : arg-L <==>	
EX_ascb-L(e)	L-Ascorbate exchange	=				[e] : ascb-L <==>	
EX_asn-L(e)	L-Asparagine exchange	=				[e] : asn-L <==>	
EX_aso3(e)	arsenite exchange	=				[e] : aso3 <==>	
EX_asp-L(e)	L-Aspartate exchange	=				[e] : asp-L <==>	
EX_but(e)	Butyrate (n-C4:0) exchange	=				[e] : but <==>	
EX_butso3(e)	butanesulfonate exchange	=				[e] : butso3 <==>	
EX_ca2(e)	Calcium exchange	=				[e] : ca2 <==>	
EX_cbi(e)	Cobinamide exchange	=				[e] : cbi <==>	
EX_cbl1(e)	Cob(I)alamin exchange	=				[e] : cbl1 <==>	
EX_cd2(e)	Cadmium exchange	=				[e] : cd2 <==>	
EX_cgly(e)	Cys-Gly exchange	=				[e] : cgly <==>	
EX_chol(e)	Choline exchange	=				[e] : chol <==>	
EX_cit(e)	Citrate exchange	=				[e] : cit <==>	
EX_cl(e)	Chloride exchange	=				[e] : cl <==>	
EX_cmp(e)	CMP exchange	=				[e] : cmp <==>	
EX_co2(e)	CO2 exchange	=				[e] : co2 <==>	
EX_cobalt2(e)	Co2+ exchange	=				[e] : cobalt2 <==>	
EX_colipa(e)	core oligosaccharide lipid A exchange	=				[e] : colipa <==>	
EX_cpgn(e)	coprogen exchange	=				[e] : cpgn <==>	
EX_cpgn-un(e)	coprogen unloaded (no Fe(III)) exchange	=				[e] : cpgn-un <==>	
EX_crn(e)	L-Carnitine exchange	=				[e] : crn <==>	
EX_csn(e)	Cytosine exchange	=				[e] : csn <==>	
EX_cu(e)	Cu+ exchange	=				[e] : cu <==>	
EX_cu2(e)	Cu2+ exchange	=				[e] : cu2 <==>	
EX_cyan(e)	Hydrogen cyanide exchange	=				[e] : cyan <==>	
EX_cynt(e)	Cyanate exchange	=				[e] : cynt <==>	
EX_cys-D(e)	D-Cysteine exchange	=				[e] : cys-D <==>	
EX_cys-L(e)	L-Cysteine exchange	=				[e] : cys-L <==>	
EX_cytd(e)	Cytidine exchange	=				[e] : cytd <==>	
EX_dad-2(e)	Deoxyadenosine exchange	=				[e] : dad-2 <==>	
EX_damp(e)	dAMP exchange	=				[e] : damp <==>	
EX_dca(e)	Decanoate (n-C10:0) exchange	=				[e] : dca <==>	
EX_dcmp(e)	dCMP exchange	=				[e] : dcmp <==>	
EX_dcyt(e)	Deoxycytidine exchange	=				[e] : dcyt <==>	
EX_ddca(e)	Dodecanoate (n-C12:0) exchange	=				[e] : ddca <==>	
EX_dgmp(e)	dGMP exchange	=				[e] : dgmp <==>	
EX_dgsn(e)	Deoxyguanosine exchange	=				[e] : dgsn <==>	
EX_dha(e)	Dihydroxyacetone exchange	=				[e] : dha <==>	
EX_dimp(e)	dIMP exchange	=				[e] : dimp <==>	
EX_din(e)	Deoxyinosine exchange	=				[e] : din <==>	
EX_dms(e)	Dimethyl sulfide exchange	=				[e] : dms <==>	
EX_dmso(e)	Dimethyl sulfoxide exchange	=				[e] : dmso <==>	
EX_dopa(e)	Dopamine exchange	=				[e] : dopa <==>	
EX_dtmp(e)	dTMP exchange	=				[e] : dtmp <==>	
EX_dump(e)	dUMP exchange	=				[e] : dump <==>	
EX_duri(e)	Deoxyuridine exchange	=				[e] : duri <==>	
EX_eca4colipa(e)	(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange	=				[e] : eca4colipa <==>	
EX_enlipa(e)	phosphoethanolamine KDO(2)-lipid (A) exchange	=				[e] : enlipa <==>	
EX_enter(e)	Enterochelin exchange	=				[e] : enter <==>	
EX_etha(e)	Ethanolamine exchange	=				[e] : etha <==>	
EX_ethso3(e)	ethanesulfonate exchange	=				[e] : ethso3 <==>	
EX_etoh(e)	Ethanol exchange	=				[e] : etoh <==>	
EX_f6p(e)	D-fructose 6-phosphate exchange	=				[e] : f6p <==>	
EX_fald(e)	Formaldehyde exchange	=				[e] : fald <==>	
EX_fe2(e)	Fe2+ exchange	=				[e] : fe2 <==>	
EX_fe3(e)	Fe3+ exchange	=				[e] : fe3 <==>	
EX_fe3dcit(e)	Fe(III)dicitrate exchange	=				[e] : fe3dcit <==>	
EX_fe3dhbzs(e)	ferric 2,3-dihydroxybenzoylserine exchange	=				[e] : fe3dhbzs <==>	
EX_fe3hox(e)	Fe(III)hydroxamate exchange	=				[e] : fe3hox <==>	
EX_fe3hox-un(e)	Fe(III)hydoxamate, unloaded exchange	=				[e] : fe3hox-un <==>	
EX_fecrm(e)	Ferrichrome exchange	=				[e] : fecrm <==>	
EX_fecrm-un(e)	Ferrichrome minus Fe(III) exchange	=				[e] : fecrm-un <==>	
EX_feenter(e)	Fe-enterobactin exchange	=				[e] : feenter <==>	
EX_feoxam(e)	ferroxamine exchange	=				[e] : feoxam <==>	
EX_feoxam-un(e)	ferroxamine minus Fe(3) exchange	=				[e] : feoxam-un <==>	
EX_for(e)	Formate exchange	=				[e] : for <==>	
EX_fru(e)	D-Fructose exchange	=				[e] : fru <==>	
EX_frulys(e)	fructoselysine exchange	=				[e] : frulys <==>	
EX_fruur(e)	D-Fructuronate exchange	=				[e] : fruur <==>	
EX_fuc-L(e)	L-Fucose exchange	=				[e] : fuc-L <==>	
EX_fum(e)	Fumarate exchange	=				[e] : fum <==>	
EX_g1p(e)	D-Glucose 1-phosphate exchange	=				[e] : g1p <==>	
EX_g3pc(e)	sn-Glycero-3-phosphocholine exchange	=				[e] : g3pc <==>	
EX_g3pe(e)	sn-Glycero-3-phosphoethanolamine exchange	=				[e] : g3pe <==>	
EX_g3pg(e)	Glycerophosphoglycerol exchange	=				[e] : g3pg <==>	
EX_g3pi(e)	sn-Glycero-3-phospho-1-inositol exchange	=				[e] : g3pi <==>	
EX_g3ps(e)	Glycerophosphoserine exchange	=				[e] : g3ps <==>	
EX_g6p(e)	D-Glucose 6-phosphate exchange	=				[e] : g6p <==>	
EX_gal(e)	D-Galactose exchange	=				[e] : gal <==>	
EX_gal1p(e)	alpha-D-Galactose 1-phosphate exchange	=				[e] : gal1p <==>	
EX_gal-bD(e)	beta D-Galactose exchange	=				[e] : gal-bD <==>	
EX_galct-D(e)	D-Galactarate exchange	=				[e] : galct-D <==>	
EX_galctn-D(e)	D-Galactonate exchange	=				[e] : galctn-D <==>	
EX_galctn-L(e)	L-Galactonate exchange	=				[e] : galctn-L <==>	
EX_galt(e)	Galactitol exchange	=				[e] : galt <==>	
EX_galur(e)	D-Galacturonate exchange	=				[e] : galur <==>	
EX_gam(e)	D-Glucosamine exchange	=				[e] : gam <==>	
EX_gam6p(e)	D-Glucosamine 6-phosphate exchange	=				[e] : gam6p <==>	
EX_gbbtn(e)	gamma-butyrobetaine exchange	=				[e] : gbbtn <==>	
EX_gdp(e)	GDP exchange	=				[e] : gdp <==>	
EX_glc(e)	D-Glucose exchange	=				[e] : glc-D <==>	
EX_glcn(e)	D-Gluconate exchange	=				[e] : glcn <==>	
EX_glcr(e)	D-Glucarate exchange	=				[e] : glcr <==>	
EX_glcur(e)	D-Glucuronate exchange	=				[e] : glcur <==>	
EX_glcur1p(e)	D-Glucuronate 1-phosphate exchange	=				[e] : glcur1p <==>	
EX_gln-L(e)	L-Glutamine exchange	=				[e] : gln-L <==>	
EX_glu-L(e)	L-Glutamate exchange	=				[e] : glu-L <==>	
EX_gly(e)	Glycine exchange	=				[e] : gly <==>	
EX_glyald(e)	D-Glyceraldehyde exchange	=				[e] : glyald <==>	
EX_glyb(e)	Glycine betaine exchange	=				[e] : glyb <==>	
EX_glyc(e)	Glycerol exchange	=				[e] : glyc <==>	
EX_glyc2p(e)	Glycerol 2-phosphate exchange	=				[e] : glyc2p <==>	
EX_glyc3p(e)	Glycerol 3-phosphate exchange	=				[e] : glyc3p <==>	
EX_glyclt(e)	Glycolate exchange	=				[e] : glyclt <==>	
EX_glyc-R(e)	(R)-Glycerate exchange	=				[e] : glyc-R <==>	
EX_gmp(e)	GMP exchange	=				[e] : gmp <==>	
EX_gsn(e)	Guanosine exchange	=				[e] : gsn <==>	
EX_gthox(e)	Oxidized glutathione exchange	=				[e] : gthox <==>	
EX_gthrd(e)	Reduced glutathione exchange	=				[e] : gthrd <==>	
EX_gtp(e)	GTP exchange	=				[e] : gtp <==>	
EX_gua(e)	Guanine exchange	=				[e] : gua <==>	
EX_h(e)	H+ exchange	=				[e] : h <==>	
EX_h2(e)	H2 exchange	=				[e] : h2 <==>	
EX_h2o(e)	H2O exchange	=				[e] : h2o <==>	
EX_h2o2(e)	Hydrogen peroxide exchange	=				[e] : h2o2 <==>	
EX_h2s(e)	Hydrogen sulfide exchange	=				[e] : h2s <==>	
EX_hacolipa(e)	hepta-acylated core oligosaccharide lipid A (E. coli) exchange	=				[e] : hacolipa <==>	
EX_halipa(e)	hepta-acylated KDO(2)-lipid (A) exchange	=				[e] : halipa <==>	
EX_hdca(e)	Hexadecanoate (n-C16:0) exchange	=				[e] : hdca <==>	
EX_hdcea(e)	hexadecenoate (n-C16:1) exchange	=				[e] : hdcea <==>	
EX_hg2(e)	Hg2+ exchange	=				[e] : hg2 <==>	
EX_his-L(e)	L-Histidine exchange	=				[e] : his-L <==>	
EX_hom-L(e)	L-Homoserine exchange	=				[e] : hom-L <==>	
EX_hxa(e)	Hexanoate (n-C6:0) exchange	=				[e] : hxa <==>	
EX_hxan(e)	Hypoxanthine exchange	=				[e] : hxan <==>	
EX_idon-L(e)	L-Idonate exchange	=				[e] : idon-L <==>	
EX_ile-L(e)	L-Isoleucine exchange	=				[e] : ile-L <==>	
EX_imp(e)	IMP exchange	=				[e] : imp <==>	
EX_indole(e)	Indole exchange	=				[e] : indole <==>	
EX_inost(e)	myo-Inositol exchange	=				[e] : inost <==>	
EX_ins(e)	Inosine exchange	=				[e] : ins <==>	
EX_isetac(e)	Isethionic acid exchange	=				[e] : isetac <==>	
EX_k(e)	K+ exchange	=				[e] : k <==>	
EX_kdo2lipid4(e)	KDO(2)-lipid IV(A) exchange	=				[e] : kdo2lipid4 <==>	
EX_lac-D(e)	D-lactate exchange	=				[e] : lac-D <==>	
EX_lac-L(e)	L-Lactate exchange	=				[e] : lac-L <==>	
EX_LalaDgluMdap(e)	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange	=				[e] : LalaDgluMdap <==>	
EX_LalaDgluMdapDala(e)	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine exchange	=				[e] : LalaDgluMdapDala <==>	
EX_lcts(e)	Lactose exchange	=				[e] : lcts <==>	
EX_leu-L(e)	L-Leucine exchange	=				[e] : leu-L <==>	
EX_lipa(e)	KDO(2)-lipid (A) exchange	=				[e] : lipa <==>	
EX_lipa_cold(e)	cold adapted KDO(2)-lipid (A) exchange	=				[e] : lipa_cold <==>	
EX_lys-L(e)	L-Lysine exchange	=				[e] : lys-L <==>	
EX_lyx-L(e)	L-Lyxose exchange	=				[e] : lyx-L <==>	
EX_mal-D(e)	D-Malate exchange	=				[e] : mal-D <==>	
EX_mal-L(e)	L-Malate exchange	=				[e] : mal-L <==>	
EX_malt(e)	Maltose exchange	=				[e] : malt <==>	
EX_malthx(e)	Maltohexaose exchange	=				[e] : malthx <==>	
EX_maltpt(e)	Maltopentaose exchange	=				[e] : maltpt <==>	
EX_malttr(e)	Maltotriose exchange	=				[e] : malttr <==>	
EX_maltttr(e)	Maltotetraose exchange	=				[e] : maltttr <==>	
EX_man(e)	D-Mannose exchange	=				[e] : man <==>	
EX_man6p(e)	D-Mannose 6-phosphate exchange	=				[e] : man6p <==>	
EX_manglyc(e)	2(alpha-D-Mannosyl)-D-glycerate exchange	=				[e] : manglyc <==>	
EX_melib(e)	Melibiose exchange	=				[e] : melib <==>	
EX_met-D(e)	D-Methionine exchange	=				[e] : met-D <==>	
EX_met-L(e)	L-Methionine exchange	=				[e] : met-L <==>	
EX_metsox-R-L(e)	L-methionine-R-sulfoxide exchange	=				[e] : metsox-R-L <==>	
EX_metsox-S-L(e)	L-Methionine S-oxide exchange	=				[e] : metsox-S-L <==>	
EX_mg2(e)	Mg exchange	=				[e] : mg2 <==>	
EX_minohp(e)	myo-Inositol hexakisphosphate exchange	=				[e] : minohp <==>	
EX_mmet(e)	S-Methyl-L-methionine exchange	=				[e] : mmet <==>	
EX_mn2(e)	Mn2+ exchange	=				[e] : mn2 <==>	
EX_mnl(e)	D-Mannitol exchange	=				[e] : mnl <==>	
EX_mobd(e)	Molybdate exchange	=				[e] : mobd <==>	
EX_mso3(e)	methanesulfonate exchange	=				[e] : mso3 <==>	
EX_n2o(e)	Nitrous oxide exchange	=				[e] : n2o <==>	
EX_na1(e)	Sodium exchange	=				[e] : na1 <==>	
EX_nac(e)	Nicotinate exchange	=				[e] : nac <==>	
EX_nh4(e)	Ammonia exchange	=				[e] : nh4 <==>	
EX_ni2(e)	Ni2+ exchange	=				[e] : ni2 <==>	
EX_nmn(e)	NMN exchange	=				[e] : nmn <==>	
EX_no(e)	Nitric oxide exchange	=				[e] : no <==>	
EX_no2(e)	Nitrite exchange	=				[e] : no2 <==>	
EX_no3(e)	Nitrate exchange	=				[e] : no3 <==>	
EX_o16a4colipa(e)	(O16 antigen)x4 core oligosaccharide lipid A exchange	=				[e] : o16a4colipa <==>	
EX_o2(e)	O2 exchange	=				[e] : o2 <==>	
EX_o2s(e)	Superoxide anion exchange	=				[e] : o2s <==>	
EX_ocdca(e)	octadecanoate (n-C18:0) exchange	=				[e] : ocdca <==>	
EX_ocdcea(e)	octadecenoate (n-C18:1) exchange	=				[e] : ocdcea <==>	
EX_octa(e)	octanoate (n-C8:0) exchange	=				[e] : octa <==>	
EX_orn(e)	Ornithine exchange	=				[e] : orn <==>	
EX_orot(e)	Orotate exchange	=				[e] : orot <==>	
EX_pacald(e)	Phenylacetaldehyde exchange	=				[e] : pacald <==>	
EX_peamn(e)	Phenethylamine exchange	=				[e] : peamn <==>	
EX_phe-L(e)	L-Phenylalanine exchange	=				[e] : phe-L <==>	
EX_pheme(e)	Protoheme exchange	=				[e] : pheme <==>	
EX_pi(e)	Phosphate exchange	=				[e] : pi <==>	
EX_pnto-R(e)	(R)-Pantothenate exchange	=				[e] : pnto-R <==>	
EX_ppa(e)	Propionate exchange	=				[e] : ppa <==>	
EX_ppal(e)	Propanal exchange	=				[e] : ppal <==>	
EX_pppn(e)	Phenylpropanoate exchange	=				[e] : pppn <==>	
EX_ppt(e)	Phosphonate exchange	=				[e] : ppt <==>	
EX_progly(e)	L-Prolinylglycine exchange	=				[e] : progly <==>	
EX_pro-L(e)	L-Proline exchange	=				[e] : pro-L <==>	
EX_psclys(e)	psicoselysine exchange	=				[e] : psclys <==>	
EX_pser-L(e)	O-Phospho-L-serine exchange	=				[e] : pser-L <==>	
EX_ptrc(e)	Putrescine exchange	=				[e] : ptrc <==>	
EX_pyr(e)	Pyruvate exchange	=				[e] : pyr <==>	
EX_r5p(e)	alpha-D-Ribose 5-phosphate exchange	=				[e] : r5p <==>	
EX_rib-D(e)	D-Ribose exchange	=				[e] : rib-D <==>	
EX_rmn(e)	L-Rhamnose exchange	=				[e] : rmn <==>	
EX_sbt-D(e)	D-Sorbitol exchange	=				[e] : sbt-D <==>	
EX_ser-D(e)	D-Serine exchange	=				[e] : ser-D <==>	
EX_ser-L(e)	L-Serine exchange	=				[e] : ser-L <==>	
EX_skm(e)	Shikimate exchange	=				[e] : skm <==>	
EX_so2(e)	sulfur dioxide exchange	=				[e] : so2 <==>	
EX_so3(e)	Sulfite exchange	=				[e] : so3 <==>	
EX_so4(e)	Sulfate exchange	=				[e] : so4 <==>	
EX_spmd(e)	Spermidine exchange	=				[e] : spmd <==>	
EX_succ(e)	Succinate exchange	=				[e] : succ <==>	
EX_sucr(e)	Sucrose exchange	=				[e] : sucr <==>	
EX_sulfac(e)	sulfoacetate exchange	=				[e] : sulfac <==>	
EX_tartr-L(e)	L-tartrate exchange	=				[e] : tartr-L <==>	
EX_taur(e)	Taurine exchange	=				[e] : taur <==>	
EX_tcynt(e)	Thiocyanate exchange	=				[e] : tcynt <==>	
EX_thm(e)	Thiamin exchange	=				[e] : thm <==>	
EX_thr-L(e)	L-Threonine exchange	=				[e] : thr-L <==>	
EX_thrp(e)	L-Threonine O-3-phosphate exchange	=				[e] : thrp <==>	
EX_thym(e)	Thymine exchange	=				[e] : thym <==>	
EX_thymd(e)	Thymidine exchange	=				[e] : thymd <==>	
EX_tma(e)	Trimethylamine exchange	=				[e] : tma <==>	
EX_tmao(e)	Trimethylamine N-oxide exchange	=				[e] : tmao <==>	
EX_tre(e)	Trehalose exchange	=				[e] : tre <==>	
EX_trp-L(e)	L-Tryptophan exchange	=				[e] : trp-L <==>	
EX_tsul(e)	Thiosulfate exchange	=				[e] : tsul <==>	
EX_ttdca(e)	tetradecanoate (n-C14:0) exchange	=				[e] : ttdca <==>	
EX_ttdcea(e)	tetradecenoate (n-C14:1) exchange	=				[e] : ttdcea <==>	
EX_tungs(e)	tungstate exchange	=				[e] : tungs <==>	
EX_tym(e)	Tyramine exchange	=				[e] : tym <==>	
EX_tyr-L(e)	L-Tyrosine exchange	=				[e] : tyr-L <==>	
EX_tyrp(e)	Phosphotyrosine exchange	=				[e] : tyrp <==>	
EX_uacgam(e)	UDP-N-acetyl-D-glucosamine exchange	=				[e] : uacgam <==>	
EX_udpacgal(e)	UDP-N-acetyl-D-galactosamine exchange	=				[e] : udpacgal <==>	
EX_udpg(e)	UDPglucose exchange	=				[e] : udpg <==>	
EX_udpgal(e)	UDPgalactose exchange	=				[e] : udpgal <==>	
EX_udpglcur(e)	UDP-D-glucuronate exchange	=				[e] : udpglcur <==>	
EX_ump(e)	UMP exchange	=				[e] : ump <==>	
EX_ura(e)	Uracil exchange	=				[e] : ura <==>	
EX_urea(e)	Urea exchange	=				[e] : urea <==>	
EX_uri(e)	Uridine exchange	=				[e] : uri <==>	
EX_val-L(e)	L-Valine exchange	=				[e] : val-L <==>	
EX_xan(e)	Xanthine exchange	=				[e] : xan <==>	
EX_xmp(e)	Xanthosine 5'-phosphate exchange	=				[e] : xmp <==>	
EX_xtsn(e)	Xanthosine exchange	=				[e] : xtsn <==>	
EX_xyl-D(e)	D-Xylose exchange	=				[e] : xyl-D <==>	
EX_xylu-L(e)	L-Xylulose exchange	=				[e] : xylu-L <==>	
EX_zn2(e)	Zinc exchange	=				[e] : zn2 <==>	
F6PA	fructose 6-phosphate aldolase	=	( b0825  or  b3946 )	Glycolysis/Gluconeogenesis		[c] : f6p <==> dha + g3p	11120740
F6PP	D-fructose 6-phosphate phosphatase	>	b0822	Alternate Carbon Metabolism		[c] : f6p + h2o --> fru + pi	15657928
F6Pt6_2pp	Fructose-6-phosphate transport via phosphate antiport (periplasm)	>	b3666	Transport, Inner Membrane		f6p[p] + (2) pi[c] --> f6p[c] + (2) pi[p]	2181257
F6Ptex	fructose 6-phosphate transport via diffusion (extracellular to periplasm)	=	( b0241  or  b0929  or  b1377  or  b2215 )	Transport, Outer Membrane Porin		f6p[e] <==> f6p[p]	
FA100ACPHi	fatty-acyl-ACP hydrolase	>	b0404	Cell Envelope Biosynthesis	3.1.2.14	[c] : dcaACP + h2o --> ACP + dca + h	16107329
FA120ACPHi	fatty-acyl-ACP hydrolase	>	b0404	Cell Envelope Biosynthesis	3.1.2.14	[c] : ddcaACP + h2o --> ACP + ddca + h	16107329
FA140ACPHi	fatty-acyl-ACP hydrolase	>	b0404	Cell Envelope Biosynthesis	3.1.2.14	[c] : h2o + myrsACP --> ACP + h + ttdca	16107329
FA141ACPHi	fatty-acyl-ACP hydrolase	>	b0404	Cell Envelope Biosynthesis	3.1.2.14	[c] : h2o + tdeACP --> ACP + h + ttdcea	16107329
FA160ACPHi	fatty-acyl-ACP hydrolase	>	b0404	Cell Envelope Biosynthesis	3.1.2.14	[c] : h2o + palmACP --> ACP + h + hdca	16107329
FA161ACPHi	fatty-acyl-ACP hydrolase	>	b0404	Cell Envelope Biosynthesis	3.1.2.14	[c] : h2o + hdeACP --> ACP + h + hdcea	16107329
FA80ACPHi	fatty-acyl-ACP hydrolase	>	b0404	Cell Envelope Biosynthesis	3.1.2.14	[c] : h2o + ocACP --> ACP + h + octa	16107329
FACOAE100	fatty-acid-CoA thioesterase (decanoate)	>	b0452	Cell Envelope Biosynthesis		[c] : dcacoa + h2o --> coa + dca + h	
FACOAE120	fatty-acid-CoA thioesterase (dodecanoate)	>	b0452	Cell Envelope Biosynthesis		[c] : ddcacoa + h2o --> coa + ddca + h	
FACOAE140	fatty-acid-CoA thioesterase (tetradecanoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + tdcoa --> coa + h + ttdca	
FACOAE141	fatty-acid-CoA thioesterase (tetradecenoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + tdecoa --> coa + h + ttdcea	
FACOAE160	fatty-acid-CoA thioesterase (hexadecanoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + pmtcoa --> coa + h + hdca	
FACOAE161	fatty-acid-CoA thioesterase (hexadecenoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + hdcoa --> coa + h + hdcea	
FACOAE180	fatty-acid-CoA thioesterase (octadecanoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + stcoa --> coa + h + ocdca	
FACOAE181	fatty-acid-CoA thioesterase (octadecenoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + odecoa --> coa + h + ocdcea	
FACOAE60	fatty-acid-CoA thioesterase (hexanoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + hxcoa --> coa + h + hxa	
FACOAE80	fatty-acid-CoA thioesterase (octanoate)	>	b0452	Cell Envelope Biosynthesis		[c] : h2o + occoa --> coa + h + octa	
FACOAL100t2pp	fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling)	>	( b1805  or  b1701 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + dca[p] + h[p] --> amp[c] + dcacoa[c] + h[c] + ppi[c]	15067008
FACOAL120t2pp	fatty-acid-CoA ligase (dodecanoate transport via vectoral Co-A coupling)	>	( b1701  or  b1805 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + ddca[p] + h[p] --> amp[c] + ddcacoa[c] + h[c] + ppi[c]	15067008
FACOAL140t2pp	fatty-acid-CoA ligase (tetradecanoate transport via vectoral Co-A coupling)	>	( b1805  or  b1701 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + ttdca[p] --> amp[c] + h[c] + ppi[c] + tdcoa[c]	15067008
FACOAL141t2pp	fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)	>	( b1701  or  b1805 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + ttdcea[p] --> amp[c] + h[c] + ppi[c] + tdecoa[c]	15067008
FACOAL160t2pp	fatty-acid-CoA ligase (hexadecanoate transport via vectoral Co-A coupling)	>	( b1701  or  b1805 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + hdca[p] --> amp[c] + h[c] + pmtcoa[c] + ppi[c]	15067008
FACOAL161t2pp	fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	>	( b1805  or  b1701 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + hdcea[p] --> amp[c] + h[c] + hdcoa[c] + ppi[c]	15067008
FACOAL180t2pp	fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling)	>	( b1805  or  b1701 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + ocdca[p] --> amp[c] + h[c] + ppi[c] + stcoa[c]	15067008
FACOAL181t2pp	fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)	>	( b1805  or  b1701 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + ocdcea[p] --> amp[c] + h[c] + odecoa[c] + ppi[c]	15067008
FACOAL60t2pp	fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)	>	( b1805  or  b1701 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + hxa[p] --> amp[c] + h[c] + hxcoa[c] + ppi[c]	15067008
FACOAL80t2pp	fatty-acid-CoA ligase (octanoate transport via vectoral Co-A coupling)	>	( b1805  or  b1701 )	Cell Envelope Biosynthesis	6.2.1.3	atp[c] + coa[c] + h[p] + octa[p] --> amp[c] + h[c] + occoa[c] + ppi[c]	15067008
FADRx	FAD reductase	>	b3844	Cofactor and Prosthetic Group Biosynthesis		[c] : fad + h + nadh --> fadh2 + nad	12177066
FADRx2	FAD reductase	>	( b2763  and  b2764 )	Cofactor and Prosthetic Group Biosynthesis		[c] : fad + h + nadph --> fadh2 + nadp	12177066
